sym_importers	mod_importers	module	symbol	kind
0	4	tldw_chatbook.Utils.text	format_text_with_line_breaks	def
0	4	tldw_chatbook.Utils.text	format_transcript	def
0	4	tldw_chatbook.Utils.text	format_transcription	def
0	6	tldw_chatbook.Utils.sensitive_config_keys	TracePrivacyConfig	class
0	6	tldw_chatbook.Utils.sensitive_llm_logging	safe_llm_log_value	def
0	6	tldw_chatbook.Utils.sensitive_llm_logging	safe_llm_tool_names	def
0	7	tldw_chatbook.Utils.secure_temp_files	SecureTempFileManager	class
0	7	tldw_chatbook.Utils.secure_temp_files	cleanup_all_temp_files	def
0	7	tldw_chatbook.Utils.secure_temp_files	secure_temp_dir	def
0	10	tldw_chatbook.DB.sql_validation	get_safe_column_name	def
0	10	tldw_chatbook.DB.sql_validation	get_safe_table_name	def
0	10	tldw_chatbook.DB.sql_validation	validate_column_list	def
0	10	tldw_chatbook.DB.sql_validation	validate_link_table	def
0	11	tldw_chatbook.Utils.Utils	FileProcessor	class
0	11	tldw_chatbook.Utils.Utils	clean_youtube_url	def
0	11	tldw_chatbook.Utils.Utils	cleanup_temp_files	def
0	11	tldw_chatbook.Utils.Utils	convert_to_seconds	def
0	11	tldw_chatbook.Utils.Utils	ensure_directory_exists	def
0	11	tldw_chatbook.Utils.Utils	extract_media_id_from_result_string	def
0	11	tldw_chatbook.Utils.Utils	format_api_name	def
0	11	tldw_chatbook.Utils.Utils	format_file_path	def
0	11	tldw_chatbook.Utils.Utils	generate_unique_id	def
0	11	tldw_chatbook.Utils.Utils	generate_unique_identifier	def
0	11	tldw_chatbook.Utils.Utils	get_api_name	def
0	11	tldw_chatbook.Utils.Utils	get_formatted_file_size	def
0	11	tldw_chatbook.Utils.Utils	is_valid_url	def
0	11	tldw_chatbook.Utils.Utils	normalize_title	def
0	11	tldw_chatbook.Utils.Utils	safe_float	def
0	11	tldw_chatbook.Utils.Utils	safe_int	def
0	11	tldw_chatbook.Utils.Utils	safe_read_file	def
0	11	tldw_chatbook.Utils.Utils	sanitize_user_input	def
0	11	tldw_chatbook.Utils.Utils	save_segments_to_json	def
0	11	tldw_chatbook.Utils.Utils	save_temp_file	def
0	11	tldw_chatbook.Utils.Utils	save_to_file	def
0	11	tldw_chatbook.Utils.Utils	truncate_content	def
0	11	tldw_chatbook.Utils.Utils	verify_checksum	def
0	12	tldw_chatbook.Utils.persistent_diagnostics	log_persistent_metadata	def
0	15	tldw_chatbook.Utils.token_counter	clear_estimate_cache	def
0	15	tldw_chatbook.Utils.token_counter	count_tokens_chat_history	def
0	15	tldw_chatbook.Utils.token_counter	count_tokens_tiktoken	def
0	15	tldw_chatbook.Utils.token_counter	estimate_remaining_tokens	def
0	15	tldw_chatbook.Utils.token_counter	format_token_display	def
0	15	tldw_chatbook.Utils.token_counter	get_tiktoken_encoding	def
0	16	tldw_chatbook.Utils.tls_trust	build_requests_session	def
0	16	tldw_chatbook.Utils.tls_trust	tls_verify_setting	def
0	16	tldw_chatbook.Utils.tls_trust	warn_tls_policy	def
0	17	tldw_chatbook.Utils.paths	get_project_database_path	def
0	17	tldw_chatbook.Utils.paths	get_project_databases_dir	def
0	17	tldw_chatbook.Utils.paths	get_project_relative_path	def
0	17	tldw_chatbook.Utils.paths	get_project_root	def
0	20	tldw_chatbook.Utils.log_sanitizer	create_safe_log_message	def
0	20	tldw_chatbook.Utils.log_sanitizer	safe_log	def
0	20	tldw_chatbook.Utils.log_sanitizer	sanitize_list	def
0	20	tldw_chatbook.Utils.log_sanitizer	sanitize_log_params	def
0	20	tldw_chatbook.Utils.log_sanitizer	sanitize_string	def
0	25	tldw_chatbook.DB.base_db	SQLiteConnectionQuiescenceRegistry	class
0	40	tldw_chatbook.Utils.optional_deps	OptionalFeatureInfo	class
0	40	tldw_chatbook.Utils.optional_deps	check_audio_processing_deps	def
0	40	tldw_chatbook.Utils.optional_deps	check_chunker_deps	def
0	40	tldw_chatbook.Utils.optional_deps	check_ebook_processing_deps	def
0	40	tldw_chatbook.Utils.optional_deps	check_embeddings_rag_deps	def
0	40	tldw_chatbook.Utils.optional_deps	check_image_processing_deps	def
0	40	tldw_chatbook.Utils.optional_deps	check_local_llm_deps	def
0	40	tldw_chatbook.Utils.optional_deps	check_mcp_deps	def
0	40	tldw_chatbook.Utils.optional_deps	check_ocr_deps	def
0	40	tldw_chatbook.Utils.optional_deps	check_pdf_processing_deps	def
0	40	tldw_chatbook.Utils.optional_deps	check_stt_deps	def
0	40	tldw_chatbook.Utils.optional_deps	check_subscriptions_deps	def
0	40	tldw_chatbook.Utils.optional_deps	check_tts_deps	def
0	40	tldw_chatbook.Utils.optional_deps	check_video_processing_deps	def
0	40	tldw_chatbook.Utils.optional_deps	check_websearch_deps	def
0	40	tldw_chatbook.Utils.optional_deps	create_unavailable_feature_handler	def
0	40	tldw_chatbook.Utils.optional_deps	ensure_dependencies_checked	def
0	40	tldw_chatbook.Utils.optional_deps	force_recheck_embeddings	def
0	40	tldw_chatbook.Utils.optional_deps	get_optional_feature_info	def
0	40	tldw_chatbook.Utils.optional_deps	initialize_dependency_checks	def
0	40	tldw_chatbook.Utils.optional_deps	optional_feature_groups_by_area	def
0	40	tldw_chatbook.Utils.optional_deps	reset_dependency_checks	def
0	47	tldw_chatbook.Utils.egress	DefaultTimeoutSession	class
0	47	tldw_chatbook.Utils.egress	EgressDecision	class
0	47	tldw_chatbook.Utils.egress	GuardedResponse	class
0	47	tldw_chatbook.Utils.egress	evaluate_url_policy_async	def
0	47	tldw_chatbook.Utils.egress	validate_navigation_chain	def
0	67	tldw_chatbook.Utils.private_paths	PrivateBinaryFile	class
0	98	tldw_chatbook.Utils.input_validation	BuddyImportPathInput	class
0	98	tldw_chatbook.Utils.input_validation	CanvasBridgeWireInput	class
0	98	tldw_chatbook.Utils.input_validation	CanvasGuideArgumentsInput	class
0	98	tldw_chatbook.Utils.input_validation	ConsoleCharacterQueryInput	class
0	98	tldw_chatbook.Utils.input_validation	ConsoleSwitcherQueryInput	class
0	98	tldw_chatbook.Utils.input_validation	ConversationArchiveScopeInput	class
0	98	tldw_chatbook.Utils.input_validation	ConversationResumeInput	class
0	98	tldw_chatbook.Utils.input_validation	ReasoningHistorySelectorInput	class
0	98	tldw_chatbook.Utils.input_validation	TerminalKeyInput	class
0	98	tldw_chatbook.Utils.input_validation	TerminalOutputInput	class
0	98	tldw_chatbook.Utils.input_validation	TerminalPasteInput	class
0	98	tldw_chatbook.Utils.input_validation	TerminalReplyInput	class
0	98	tldw_chatbook.Utils.input_validation	TerminalResizeInput	class
0	98	tldw_chatbook.Utils.input_validation	ToolArgumentsInput	class
0	98	tldw_chatbook.Utils.input_validation	ValidationError	class
0	98	tldw_chatbook.Utils.input_validation	VllmDraftInputEvent	class
0	98	tldw_chatbook.Utils.input_validation	WorkflowNameInput	class
0	98	tldw_chatbook.Utils.input_validation	WorkspaceNameInput	class
0	98	tldw_chatbook.Utils.input_validation	derive_console_session_title	def
0	98	tldw_chatbook.Utils.input_validation	validate_and_raise	def
0	98	tldw_chatbook.Utils.input_validation	validate_email	def
0	98	tldw_chatbook.Utils.input_validation	validate_file_picker_sort_direction	def
0	98	tldw_chatbook.Utils.input_validation	validate_file_picker_sort_key	def
0	98	tldw_chatbook.Utils.input_validation	validate_filename	def
0	98	tldw_chatbook.Utils.input_validation	validate_ip_address	def
0	98	tldw_chatbook.Utils.input_validation	validate_port	def
0	98	tldw_chatbook.Utils.input_validation	validate_provider_api_key	def
0	98	tldw_chatbook.Utils.input_validation	validate_tts_inference_device	def
0	98	tldw_chatbook.Utils.input_validation	validate_username	def
0	123	tldw_chatbook.Utils.path_validation	log_counter	def
0	123	tldw_chatbook.Utils.path_validation	log_histogram	def
0	123	tldw_chatbook.Utils.path_validation	safe_join_path	def
0	123	tldw_chatbook.Utils.path_validation	validate_browsing_path	def
1	1	tldw_chatbook.Utils.NotificationHelper	show_notification	def
1	1	tldw_chatbook.Utils.app_shutdown	arm_exit_watchdog	def
1	1	tldw_chatbook.Utils.app_shutdown	install_termination_handlers	def
1	1	tldw_chatbook.Utils.app_shutdown	register_running_app	def
1	1	tldw_chatbook.Utils.app_shutdown	unregister_running_app	def
1	1	tldw_chatbook.Utils.custom_tokenizers	count_messages_with_custom	def
1	1	tldw_chatbook.Utils.custom_tokenizers	count_tokens_with_custom	def
1	1	tldw_chatbook.Utils.custom_tokenizers	custom_tokenizers_available	def
1	1	tldw_chatbook.Utils.db_status_manager	DBStatusManager	class
1	1	tldw_chatbook.Utils.db_upgrade_notice	print_db_upgrade_notice_if_pending	def
1	1	tldw_chatbook.Utils.doctor	format_doctor_report	def
1	1	tldw_chatbook.Utils.doctor	run_doctor	def
1	1	tldw_chatbook.Utils.file_handlers	ProcessedFile	class
1	1	tldw_chatbook.Utils.instance_lock	InstanceLockStatus	class
1	1	tldw_chatbook.Utils.instance_lock	acquire_profile_instance_lock	def
1	1	tldw_chatbook.Utils.log_widget_manager	LogWidgetManager	class
1	1	tldw_chatbook.Utils.text_selection_crash_guard	TextSelectionCrashGuard	class
1	1	tldw_chatbook.Utils.text_wrap_index	WrapIndex	class
1	1	tldw_chatbook.Utils.textual_css_fastpath	install_stylesheet_fastpath	def
1	1	tldw_chatbook.Utils.tiktoken_runtime	install_tiktoken_runtime	def
1	1	tldw_chatbook.Utils.widget_helpers	alert_tts_not_available	def
1	2	tldw_chatbook.Utils.about_text	get_app_version	def
1	2	tldw_chatbook.Utils.boot_worker_policy	StaggeredBootWorkerGate	class
1	2	tldw_chatbook.Utils.github_api_client	GitHubAPIError	class
1	2	tldw_chatbook.Utils.markdown_parsing	render_obsidian_callouts	def
1	2	tldw_chatbook.Utils.reasoning_config	migrate_legacy_reasoning_history	def
1	2	tldw_chatbook.Utils.reasoning_config	resolve_console_reasoning_config	def
1	2	tldw_chatbook.Utils.terminal_utils	detect_terminal_capabilities	def
1	2	tldw_chatbook.Utils.terminal_utils	get_image_render_mode	def
1	2	tldw_chatbook.Utils.terminal_utils	warm_up_image_protocol	def
1	3	tldw_chatbook.Utils.file_extraction	ExtractedFile	class
1	3	tldw_chatbook.Utils.startup_logging	startup_stderr_is_quiet	def
1	3	tldw_chatbook.Utils.ui_responsiveness	UIResponsivenessSnapshot	class
1	3	tldw_chatbook.Widgets.form_components	FormBuilder	class
1	4	tldw_chatbook.Utils.Emoji_Handling	supports_emoji	def
1	4	tldw_chatbook.Utils.library_rail_width	OrdinaryRailPresentation	class
1	4	tldw_chatbook.Utils.library_rail_width	ordinary_emergency_required	def
1	4	tldw_chatbook.Utils.library_rail_width	project_default_library_width	def
1	4	tldw_chatbook.Utils.library_rail_width	resolve_ordinary_rail_contract	def
1	4	tldw_chatbook.Utils.windows_files	WindowsLocks	class
1	4	tldw_chatbook.Utils.windows_files	WindowsOS	class
1	4	tldw_chatbook.Utils.windows_files	flush_directory	def
1	4	tldw_chatbook.Utils.windows_files	flush_file	def
1	4	tldw_chatbook.Utils.windows_files	native_identity	def
1	5	tldw_chatbook.Utils.local_stt_providers	module_installed	def
1	5	tldw_chatbook.Utils.local_stt_providers	normalize_provider_id	def
1	5	tldw_chatbook.Utils.local_stt_providers	provider_installed	def
1	5	tldw_chatbook.Utils.local_stt_providers	provider_is_local	def
1	6	tldw_chatbook.Utils.config_encryption	unlock_recovery_value	def
1	6	tldw_chatbook.Utils.sensitive_llm_logging	safe_llm_request_payload_summary	def
1	6	tldw_chatbook.Utils.sensitive_llm_logging	sensitive_llm_request	def
1	7	tldw_chatbook.Utils.mosaic_render	mosaic_contain_cell_size	def
1	7	tldw_chatbook.Utils.secure_temp_files	secure_temp_file	def
1	8	tldw_chatbook.Utils.atomic_file_ops	atomic_copy	def
1	8	tldw_chatbook.Utils.atomic_file_ops	atomic_write_bytes	def
1	8	tldw_chatbook.Utils.atomic_file_ops	atomic_write_text	def
1	10	tldw_chatbook.DB.sql_validation	get_safe_order_by_clause	def
1	11	tldw_chatbook.Utils.Utils	extract_text_from_segments	def
1	11	tldw_chatbook.Utils.Utils	fold_path_lines	def
1	11	tldw_chatbook.Utils.Utils	generate_unique_filename	def
1	11	tldw_chatbook.Utils.Utils	get_formatted_db_size_with_wal	def
1	12	tldw_chatbook.Utils.fts5_match_forms	fts5_query_is_searchable	def
1	12	tldw_chatbook.Utils.fts5_match_forms	fts5_token_runs	def
1	12	tldw_chatbook.Utils.fts5_match_forms	is_fts5_stopword	def
1	12	tldw_chatbook.Utils.persistent_diagnostics	PersistentDiagnosticFilter	class
1	15	tldw_chatbook.Utils.token_counter	get_table_model_token_limit	def
1	15	tldw_chatbook.Utils.token_counter	positive_window	def
1	16	tldw_chatbook.Utils.tls_trust	httpx_verify	def
1	20	tldw_chatbook.Utils.log_sanitizer	sanitize_dict	def
1	20	tldw_chatbook.Utils.log_sanitizer	sanitize_trace_credentials_v1	def
1	25	tldw_chatbook.DB.base_db	register_semantic_mutation_guard	def
1	25	tldw_chatbook.DB.base_db	sqlite_connection_quiescence_registry	def
1	40	tldw_chatbook.Utils.optional_deps	ensure_svg_rendering	def
1	40	tldw_chatbook.Utils.optional_deps	lazy_embeddings_rag_available	def
1	47	tldw_chatbook.Utils.egress	default_session_timeout	def
1	47	tldw_chatbook.Utils.egress	evaluate_url_policy	def
1	47	tldw_chatbook.Utils.egress	filter_cross_origin_headers	def
1	47	tldw_chatbook.Utils.egress	guarded_fetch_aiohttp	def
1	47	tldw_chatbook.Utils.egress	guarded_fetch_httpx	def
1	47	tldw_chatbook.Utils.egress	is_public_http_url	def
1	47	tldw_chatbook.Utils.egress	log_origin	def
1	47	tldw_chatbook.Utils.egress	strip_cross_origin_request_headers	def
1	47	tldw_chatbook.Utils.egress	warn_insecure_ssl	def
1	67	tldw_chatbook.Utils.private_paths	open_private_text_append	def
1	98	tldw_chatbook.Utils.input_validation	BuddyManagementInput	class
1	98	tldw_chatbook.Utils.input_validation	ConsoleForkTitleInput	class
1	98	tldw_chatbook.Utils.input_validation	RawShellExecInput	class
1	98	tldw_chatbook.Utils.input_validation	SkillsListInput	class
1	98	tldw_chatbook.Utils.input_validation	TerminalEnvironmentInput	class
1	98	tldw_chatbook.Utils.input_validation	TerminalSessionNameInput	class
1	98	tldw_chatbook.Utils.input_validation	WorkflowSearchInput	class
1	98	tldw_chatbook.Utils.input_validation	WorktreeRecoveryActionInput	class
1	98	tldw_chatbook.Utils.input_validation	WorktreeRecoveryConfirmationInput	class
1	98	tldw_chatbook.Utils.input_validation	validate_buddy_import_path	def
1	98	tldw_chatbook.Utils.input_validation	validate_canvas_bridge_wire	def
1	98	tldw_chatbook.Utils.input_validation	validate_canvas_guide_arguments	def
1	98	tldw_chatbook.Utils.input_validation	validate_console_fork_title	def
1	98	tldw_chatbook.Utils.input_validation	validate_conversation_resume_id	def
1	98	tldw_chatbook.Utils.input_validation	validate_env_var_reference	def
1	98	tldw_chatbook.Utils.input_validation	validate_git_ref	def
1	98	tldw_chatbook.Utils.input_validation	validate_git_repo_url	def
1	98	tldw_chatbook.Utils.input_validation	validate_json_size	def
1	98	tldw_chatbook.Utils.input_validation	validate_navigation_provider_key	def
1	98	tldw_chatbook.Utils.input_validation	validate_reasoning_history_selector	def
1	98	tldw_chatbook.Utils.input_validation	validate_terminal_key_input	def
1	98	tldw_chatbook.Utils.input_validation	validate_terminal_output_input	def
1	98	tldw_chatbook.Utils.input_validation	validate_terminal_paste_input	def
1	98	tldw_chatbook.Utils.input_validation	validate_terminal_reply_input	def
1	98	tldw_chatbook.Utils.input_validation	validate_terminal_resize_input	def
1	98	tldw_chatbook.Utils.input_validation	validate_tool_arguments	def
1	98	tldw_chatbook.Utils.input_validation	validate_vllm_draft_input	def
1	98	tldw_chatbook.Utils.input_validation	validate_workspace_name	def
2	2	tldw_chatbook.Utils.github_api_client	GitHubAPIClient	class
2	2	tldw_chatbook.Utils.install_clipboard	copy_install_command	def
2	2	tldw_chatbook.Utils.markdown_parsing	front_matter_parser_factory	def
2	3	tldw_chatbook.Utils.file_extraction	FileExtractor	class
2	3	tldw_chatbook.Utils.startup_logging	quiet_startup_stderr	def
2	3	tldw_chatbook.Utils.ui_responsiveness	UIResponsivenessMonitor	class
2	3	tldw_chatbook.Widgets.form_components	create_form_field	def
2	4	tldw_chatbook.Utils.library_rail_width	OrdinaryRailStyleContract	class
2	4	tldw_chatbook.Utils.text	sanitize_filename	def
2	4	tldw_chatbook.Utils.text	slugify	def
2	4	tldw_chatbook.Utils.windows_files	rename_noreplace	def
2	5	tldw_chatbook.Utils.local_stt_providers	installed_local_providers	def
2	6	tldw_chatbook.Utils.sensitive_config_keys	validate_trace_privacy_config	def
2	6	tldw_chatbook.Utils.sensitive_llm_logging	llm_content_byte_count	def
2	6	tldw_chatbook.Utils.sensitive_llm_logging	safe_llm_url_host	def
2	9	tldw_chatbook.Utils.filesystem_identity	DirectoryIdentity	class
2	9	tldw_chatbook.Utils.filesystem_identity	capture_directory_chain	def
2	10	tldw_chatbook.Utils.sensitive_paths	is_git_metadata_write	def
2	10	tldw_chatbook.Utils.sensitive_paths	refuses_new_directory_chain	def
2	12	tldw_chatbook.Utils.fts5_match_forms	build_and_match_expression	def
2	12	tldw_chatbook.Utils.fts5_match_forms	build_and_match_query	def
2	12	tldw_chatbook.Utils.fts5_match_forms	build_prefix_match_expression	def
2	40	tldw_chatbook.Utils.optional_deps	check_web_server_deps	def
2	47	tldw_chatbook.Utils.egress	collect_navigation_chain	def
2	47	tldw_chatbook.Utils.egress	origin_of	def
2	47	tldw_chatbook.Utils.egress	validate_navigation_chain_async	def
2	67	tldw_chatbook.Utils.private_paths	unlink_private_file	def
2	98	tldw_chatbook.Utils.input_validation	provider_api_key_validation_error	def
2	98	tldw_chatbook.Utils.input_validation	validate_batch_transcription_provider	def
2	98	tldw_chatbook.Utils.input_validation	validate_bounded_integer	def
2	98	tldw_chatbook.Utils.input_validation	validate_navigation_context_text	def
2	98	tldw_chatbook.Utils.input_validation	validate_raw_cli_command	def
2	98	tldw_chatbook.Utils.input_validation	validate_workflow_name	def
2	123	tldw_chatbook.Utils.path_validation	validate_canonical_directory	def
3	5	tldw_chatbook.Utils.console_background_effects	ConsoleBackgroundEffectSettings	class
3	5	tldw_chatbook.Utils.console_background_effects	normalize_console_background_effects	def
3	6	tldw_chatbook.Utils.config_encryption	ConfigEncryption	class
3	6	tldw_chatbook.Utils.sensitive_llm_logging	safe_llm_error_detail	def
3	6	tldw_chatbook.Utils.sensitive_llm_logging	safe_llm_exception_message	def
3	7	tldw_chatbook.Utils.mosaic_render	explicit_cell_size	def
3	7	tldw_chatbook.Utils.secure_temp_files	create_secure_temp_file	def
3	7	tldw_chatbook.Utils.secure_temp_files	get_temp_manager	def
3	9	tldw_chatbook.Utils.filesystem_identity	DirectoryIdentityError	class
3	9	tldw_chatbook.Utils.filesystem_identity	directory_identity_from_stat	def
3	10	tldw_chatbook.DB.sql_validation	escape_identifier	def
3	10	tldw_chatbook.DB.sql_validation	validate_table_name	def
3	10	tldw_chatbook.Utils.sensitive_paths	SensitivePathContext	class
3	10	tldw_chatbook.Utils.sensitive_paths	find_root_binding_conflict	def
3	10	tldw_chatbook.Utils.sensitive_paths	sensitive_exclusions_under	def
3	12	tldw_chatbook.Utils.fts5_match_forms	build_phrase_match_query	def
3	12	tldw_chatbook.Utils.fts5_match_forms	fts5_query_tokens	def
3	16	tldw_chatbook.Utils.tls_trust	build_httpx_client	def
3	16	tldw_chatbook.Utils.tls_trust	ssl_context_for_transport	def
3	17	tldw_chatbook.Utils.adaptive_reader_state	AdaptiveReaderLayoutProfile	class
3	25	tldw_chatbook.DB.base_db	run_owned_db_call	def
3	47	tldw_chatbook.Utils.egress	host_of	def
3	67	tldw_chatbook.Utils.private_paths	create_private_text	def
3	98	tldw_chatbook.Utils.input_validation	validate_console_character_query	def
3	98	tldw_chatbook.Utils.input_validation	validate_console_draft	def
3	123	tldw_chatbook.Utils.path_validation	validate_path_multi	def
3	123	tldw_chatbook.Utils.path_validation	validate_recovery_relative_path	def
4	4	tldw_chatbook.Utils.Emoji_Handling	get_char	def
4	6	tldw_chatbook.Utils.sensitive_llm_logging	is_sensitive_llm_request	def
4	6	tldw_chatbook.Utils.sensitive_llm_logging	llm_retry_count	def
4	7	tldw_chatbook.Utils.mosaic_render	mosaic_from_image	def
4	10	tldw_chatbook.DB.sql_validation	validate_column_name	def
4	10	tldw_chatbook.Utils.sensitive_paths	SensitiveExclusion	class
4	10	tldw_chatbook.Utils.sensitive_paths	is_sensitive_path	def
4	11	tldw_chatbook.Utils.Utils	elide_path_middle	def
4	12	tldw_chatbook.Utils.persistent_diagnostics	safe_metadata_token	def
4	15	tldw_chatbook.Utils.token_counter	ContextWindowResolution	class
4	15	tldw_chatbook.Utils.token_counter	count_tokens_messages	def
4	15	tldw_chatbook.Utils.token_counter	get_model_token_limit	def
4	16	tldw_chatbook.Utils.tls_trust	requests_verify	def
4	17	tldw_chatbook.Utils.adaptive_reader_state	normalize_adaptive_reader_preferences	def
4	40	tldw_chatbook.Utils.optional_deps	parakeet_onnx_deps_installed	def
4	67	tldw_chatbook.Utils.private_paths	open_private_text_append_stream	def
4	98	tldw_chatbook.Utils.input_validation	validate_console_switcher_query	def
4	98	tldw_chatbook.Utils.input_validation	validate_number_range	def
4	123	tldw_chatbook.Utils.path_validation	get_safe_relative_path	def
5	7	tldw_chatbook.Utils.secure_temp_files	secure_delete_file	def
5	12	tldw_chatbook.Utils.fts5_match_forms	quote_fts5_prefix	def
5	15	tldw_chatbook.Utils.token_counter	estimate_tokens	def
